Name,Occupation,POY,Cover #,Year,Order
Alexandria Ocasio-Cortez,Politics & Gov,N,3629,2019,4264
Donald Trump,Politics & Gov,N,3630,2019,4265
Joe Biden,Politics & Gov,N,3631,2019,4266
Mohamed Salah,Sports,N,3632,2019,4267
Dwayne Johnson,Entertainment,N,3633,2019,4268
Taylor Swift,Entertainment,N,3634,2019,4269
Sandra Oh,Entertainment,N,3635,2019,4270
Nancy Pelosi,Politics & Gov,N,3636,2019,4271
Gayle King,Entertainment,N,3637,2019,4272
Pete Buttigieg,Politics & Gov,N,3638,2019,4273
Chasten Buttigieg,Politics & Gov,N,3638,2019,4274
Elizabeth Warren,Politics & Gov,N,3639,2019,4275
Greta Thunberg,Science,N,3640,2019,4276
Alex Morgan,Sports,N,3641,2019,4277
Bernie Sanders,Politics & Gov,N,3642,2019,4278
Antonio Gutteres,Politics & Gov,N,3643,2019,4279
Donald Trump,Politics & Gov,N,3644,2019,4280
Colson Whitehead,Author,N,3645,2019,4281
Benjamin Netanyahu,Politics & Gov,N,3646,2019,4282
Kamala Harris,Politics & Gov,N,3647,2019,4283
Bernie Sanders,Politics & Gov,N,3647,2019,4284
Ayanna Pressley,Politics & Gov,N,3647,2019,4285
Alexandria Ocasio-Cortez,Politics & Gov,N,3647,2019,4286
Rashida Talib,Politics & Gov,N,3647,2019,4287
Ilhan Omar,Politics & Gov,N,3647,2019,4288
Elizabeth Warren,Politics & Gov,N,3647,2019,4289
Joe Biden,Politics & Gov,N,3647,2019,4290
Nancy Pelosi,Politics & Gov,N,3647,2019,4291
Lil Nas X,Entertainment,N,3648,2019,4292
Margaret Atwood,Author,N,3649,2019,4293
Michael B. Jordan,Entertainment,N,3649,2019,4294
Ryan Murphy,Entertainment,N,3649,2019,4295
Kamala Harris,Politics & Gov,N,3650,2019,4296
Rudy Giuliani,Politics & Gov,N,3651,2019,4297
Carlos Alvarado Quesada,Politics & Gov,N,3652,2019,4298
Camila Cabello,Entertainment,N,3652,2019,4299
Emily Weiss,Business,N,3652,2019,4300
Zion Williamson,Sports,N,3652,2019,4301
Chanel Miller,Author,N,3652,2019,4302
Awkwafina,Entertainment,N,3652,2019,4303
Donald Trump,Politics & Gov,N,3653,2019,4304
Greta Thunberg,Science,Y,3654,2019,4305
Nancy Pelosi,Politics & Gov,N,3655,2020,4306
Jared Kushner,Politics & Gov,N,3656,2020,4307
Joe Biden,Politics & Gov,N,3657,2020,4308
Xi Jinping,Politics & Gov,N,3658,2020,4309
Martin Luther King Jr,Society,N,3659,2020,4310
Jacqueline Kennedy,Politics & Gov,N,3660,2020,4311
Margaret Chase Smith,Politics & Gov,N,3660,2020,4312
Princess Diana,Royalty,N,3660,2020,4313
Oprah Winfrey,Entertainment,N,3660,2020,4314
Grace Hopper,Science,N,3660,2020,4315
Indira Ghandi,Politics & Gov,N,3660,2020,4316
J.K. Rowling,Author,N,3660,2020,4317
Marsha P. Johnson,Society,N,3660,2020,4318
Chien-Shiung Wu,Science,N,3660,2020,4319
Toni Morrison,Author,N,3660,2020,4320
Judith Heumann,Society,N,3660,2020,4321
Ruth Bader Ginsburg,Politics & Gov,N,3660,2020,4322
